layer,neurons,signature,support,label,train_coverage,train_precision,train_recall,test_coverage,test_precision,test_recall,kind
3,"[7, 7, 1, 7, 7, 1]","['<=', 74.49666213989258, '<=', 50.79589653015137, '>', 20.684733390808105, '<=', 49.53130912780762, '>', 35.69412040710449, '>', 21.477320671081543]",65,0,10.586319218241043,100,19.938650306748464,9.090909090909092,92.85714285714286,13.684210526315791,correct
3,"[7, 7, 1, 7, 7, 1, 5, 1]","['<=', 74.49666213989258, '<=', 50.79589653015137, '<=', 20.684733390808105, '<=', 42.131500244140625, '<=', 37.72845649719238, '>', 11.293794631958008, '<=', 11.338585138320923, '<=', 17.32908535003662]",36,0,5.863192182410423,100,11.042944785276074,7.142857142857142,81.81818181818183,9.473684210526317,correct
3,"[7, 7, 1, 7, 4, 1, 4, 1]","['<=', 74.49666213989258, '>', 50.79589653015137, '>', 24.615506172180176, '<=', 61.86158561706543, '>', 7.326606750488281, '>', 24.903921127319336, '>', 12.549644947052002, '>', 27.36303424835205]",32,0,5.211726384364821,100,9.815950920245399,3.896103896103896,100.0,6.315789473684211,correct
3,"[7, 7, 1, 7, 7, 1, 1]","['<=', 74.49666213989258, '<=', 50.79589653015137, '>', 20.684733390808105, '<=', 49.53130912780762, '>', 35.69412040710449, '<=', 21.477320671081543, '<=', 21.363396644592285]",13,0,2.1172638436482085,100,3.9877300613496933,1.948051948051948,100.0,3.1578947368421053,correct
3,"[7, 7, 1, 7, 4, 1, 4, 1, 1]","['<=', 74.49666213989258, '>', 50.79589653015137, '>', 24.615506172180176, '<=', 61.86158561706543, '>', 7.326606750488281, '>', 24.903921127319336, '>', 12.549644947052002, '<=', 27.36303424835205, '<=', 27.325268745422363]",11,0,1.7915309446254073,100,3.374233128834356,1.2987012987012987,100.0,2.1052631578947367,correct
3,"[7, 7, 1, 7, 1, 7, 0]","['<=', 74.49666213989258, '>', 50.79589653015137, '>', 24.615506172180176, '>', 61.86158561706543, '>', 30.628812789916992, '<=', 69.03606033325195, '<=', 20.311878204345703]",10,0,1.6286644951140066,100,3.067484662576687,1.948051948051948,100.0,3.1578947368421053,correct
3,"[7, 7, 1, 7, 7, 7, 0, 0, 1]","['<=', 74.49666213989258, '<=', 50.79589653015137, '<=', 20.684733390808105, '<=', 42.131500244140625, '>', 37.72845649719238, '>', 38.227182388305664, '>', 12.55410385131836, '<=', 15.842532634735107, '>', 17.43375015258789]",9,0,1.4657980456026058,100,2.7607361963190185,0.6493506493506493,100.0,1.0526315789473684,correct
3,"[7, 0, 7, 1, 7]","['>', 74.49666213989258, '<=', 13.949357032775879, '<=', 102.2466049194336, '>', 35.307369232177734, '<=', 96.748291015625]",9,0,1.4657980456026058,100,2.7607361963190185,0.0,0.0,0.0,correct
3,"[7, 7, 1, 7, 7, 1, 6, 7]","['<=', 74.49666213989258, '<=', 50.79589653015137, '<=', 20.684733390808105, '<=', 42.131500244140625, '<=', 37.72845649719238, '<=', 11.293794631958008, '>', 2.996498465538025, '<=', 34.75913047790527]",8,0,1.3029315960912053,100,2.4539877300613497,0.6493506493506493,100.0,1.0526315789473684,correct
3,"[7, 7, 1, 7, 7, 1, 5, 1, 1]","['<=', 74.49666213989258, '<=', 50.79589653015137, '<=', 20.684733390808105, '<=', 42.131500244140625, '<=', 37.72845649719238, '>', 11.293794631958008, '<=', 11.338585138320923, '>', 17.32908535003662, '>', 17.624472618103027]",8,0,1.3029315960912053,100,2.4539877300613497,0.6493506493506493,100.0,1.0526315789473684,correct
3,"[7, 7, 1, 7, 1]","['<=', 74.49666213989258, '<=', 50.79589653015137, '>', 20.684733390808105, '>', 49.53130912780762, '>', 23.738712310791016]",8,0,1.3029315960912053,100,2.4539877300613497,0.0,0.0,0.0,correct
3,"[7, 7, 1, 7, 1, 7, 0, 4]","['<=', 74.49666213989258, '>', 50.79589653015137, '>', 24.615506172180176, '>', 61.86158561706543, '>', 30.628812789916992, '<=', 69.03606033325195, '>', 20.311878204345703, '<=', 17.79106903076172]",8,0,1.3029315960912053,100,2.4539877300613497,0.0,0.0,0.0,correct
